#curie_map:
#  chmo: http://purl.obolibrary.org/obo/CHMO_
#  fix: http://purl.obolibrary.org/obo/FIX_
#  goldbook: https://goldbook.iupac.org/terms/view/
#  orcid: https://orcid.org/
#  panet: http://purl.org/pan-science/PaNET/PaNET
#  rex: http://purl.obolibrary.org/obo/REX_
#  semapv: https://w3id.org/semapv/vocab/
#  skos: http://www.w3.org/2004/02/skos/core#
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://github.com/nfdi-de/section-metadata-wg-onto/raw/refs/heads/main/sssom/data/positive.sssom.tsv
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	author_id	mapping_date
chmo:0000524	liquid chromatography-mass spectrometry	skos:exactMatch	goldbook:12466	liquid chromatography-mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000552	liquid chromatography-inductively coupled plasma mass spectrometry	skos:exactMatch	fix:0000865	liquid chromatography-inductively coupled plasma mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000560	secondary ion mass spectrometry	skos:exactMatch	fix:0000122	secondary ion mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000563	fast-atom bombardment mass spectrometry	skos:exactMatch	goldbook:F02328	fast-atom bombardment mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000565	time-of-flight secondary ion mass spectrometry	skos:exactMatch	fix:0000959	time-of-flight secondary ion mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000570	proton transfer reaction mass spectrometry	skos:exactMatch	fix:0000918	proton transfer reaction mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000575	tandem mass spectrometry	skos:exactMatch	fix:0000084	tandem mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000580	time-of-flight mass spectrometry	skos:exactMatch	fix:0000082	time-of-flight mass spectrometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000591	nuclear magnetic resonance spectroscopy	skos:exactMatch	goldbook:08218	nuclear magnetic resonance spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000598	two-dimensional nuclear magnetic resonance spectroscopy	skos:exactMatch	goldbook:08439	two-dimensional nuclear magnetic resonance spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000599	correlation spectroscopy	skos:exactMatch	goldbook:08323	correlation spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000605	total correlation spectroscopy	skos:exactMatch	goldbook:08435	total correlation spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000614	solid-state nuclear magnetic resonance spectroscopy	skos:exactMatch	goldbook:08415	solid-state nuclear magnetic resonance spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000616	combined rotation and multiple pulse spectroscopy	skos:exactMatch	goldbook:08321	combined rotation and multiple pulse spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000619	photoacoustic spectroscopy	skos:exactMatch	goldbook:P04576	photoacoustic spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000622	photothermal spectroscopy	skos:exactMatch	goldbook:08659	photothermal spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000628	vibrational spectroscopy	skos:exactMatch	fix:0000010	vibrational spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000628	vibrational spectroscopy	skos:exactMatch	goldbook:08708	vibrational spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000629	inelastic electron tunnelling spectroscopy	skos:exactMatch	goldbook:08616	inelastic electron tunnelling spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000632	far-infrared spectroscopy	skos:exactMatch	fix:0000643	far-infrared spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000635	mid-infrared spectroscopy	skos:exactMatch	fix:0000642	mid-infrared spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000636	Fourier transform infrared spectroscopy	skos:exactMatch	panet:01320	fourier transform infrared spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000649	infrared emission spectroscopy	skos:exactMatch	fix:0000651	infrared emission spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000656	Raman spectroscopy	skos:exactMatch	fix:0000058	Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000656	Raman spectroscopy	skos:exactMatch	goldbook:08669	Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000656	Raman spectroscopy	skos:exactMatch	panet:01195	raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000661	coherent anti-Stokes Raman spectroscopy	skos:exactMatch	fix:0000075	coherent anti-Stokes Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000661	coherent anti-Stokes Raman spectroscopy	skos:exactMatch	goldbook:08579	coherent anti-Stokes Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000670	surface-enhanced resonance Raman spectroscopy	skos:exactMatch	goldbook:08690	surface-enhanced resonance Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000674	spatially-offset Raman spectroscopy	skos:exactMatch	goldbook:08679	spatially offset Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000677	surface-enhanced Raman spectroscopy	skos:exactMatch	fix:0000076	surface enhanced Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000677	surface-enhanced Raman spectroscopy	skos:exactMatch	goldbook:08689	surface-enhanced Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000678	tip-enhanced Raman spectroscopy	skos:exactMatch	goldbook:08699	tip-enhanced Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000678	tip-enhanced Raman spectroscopy	skos:exactMatch	goldbook:09210	tip enhanced raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000681	thermal analysis	skos:exactMatch	goldbook:T06295	thermal analysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000682	calorimetry	skos:exactMatch	goldbook:C00786	calorimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000683	isothermal titration calorimetry	skos:exactMatch	fix:0000388	isothermal titration calorimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000684	differential scanning calorimetry	skos:exactMatch	fix:0000387	differential scanning calorimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000684	differential scanning calorimetry	skos:exactMatch	goldbook:D01708	differential scanning calorimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000686	power-compensation differential scanning calorimetry	skos:exactMatch	goldbook:12292	power compensation differential scanning calorimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000687	differential thermal analysis	skos:exactMatch	goldbook:D01709	differential thermal analysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000688	thermoacoustimetry	skos:exactMatch	goldbook:T06309	thermoacoustimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000689	thermodilatometry	skos:exactMatch	goldbook:T06314	thermodilatometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000690	thermogravimetry	skos:exactMatch	goldbook:T06324	thermogravimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000691	thermomagnetometry	skos:exactMatch	goldbook:T06327	thermomagnetometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000692	thermoptometry	skos:exactMatch	goldbook:T06336	thermoptometry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000693	thermoluminescence	skos:exactMatch	goldbook:T06325	thermoluminescence	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000693	thermoluminescence	skos:exactMatch	rex:0000299	thermoluminescence	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000697	thermosonimetry	skos:exactMatch	goldbook:T06337	thermosonimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000698	neutron diffraction	skos:exactMatch	panet:01217	neutron diffraction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000699	neutron powder diffraction	skos:exactMatch	panet:01100	neutron powder diffraction	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000733	diffusion-ordered spectroscopy	skos:exactMatch	fix:0000563	diffusion ordered spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000733	diffusion-ordered spectroscopy	skos:exactMatch	goldbook:08329	diffusion ordered spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000761	confocal fluorescence correlation spectroscopy	skos:exactMatch	fix:0000379	confocal fluorescence correlation spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000775	dichroism spectroscopy	skos:exactMatch	panet:01091	dichroism spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000779	polarimetry	skos:exactMatch	panet:01256	polarimetry	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000782	neutron activation analysis	skos:exactMatch	goldbook:08739	neutron activation analysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000785	optical rotatory dispersion	skos:exactMatch	goldbook:08654	optical rotatory dispersion	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000800	spectrum	skos:exactMatch	goldbook:08291	spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000801	absorption spectrum	skos:exactMatch	goldbook:A00043	absorption spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000806	mass spectrum	skos:exactMatch	goldbook:M03749	mass spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000810	electron energy-loss spectrum	skos:exactMatch	goldbook:09326	electron energy loss spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000813	emission spectrum	skos:exactMatch	goldbook:E02060	emission spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000814	corrected emission spectrum	skos:exactMatch	goldbook:C01343	corrected emission spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-11
chmo:0000823	Raman spectrum	skos:exactMatch	goldbook:08670	Raman spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000831	action spectrum	skos:exactMatch	goldbook:A00088	action spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000832	conversion spectrum	skos:exactMatch	goldbook:C01319	conversion spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000833	excitation spectrum	skos:exactMatch	goldbook:E02253	excitation spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000834	excitation-emission spectrum	skos:exactMatch	goldbook:E02249	excitation-emission spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000835	nuclear magnetic resonance spectrum	skos:exactMatch	goldbook:08384	nuclear magnetic resonance spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000922	voltammogram	skos:exactMatch	goldbook:09149	voltammogram	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000939	transmission spectrum	skos:exactMatch	goldbook:08294	transmission spectrum	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000948	charge-coupled device	skos:exactMatch	goldbook:08230	charge coupled device	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000960	ion source	skos:exactMatch	goldbook:I03247	ion source	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000965	Fourier transform ion cyclotron resonance mass spectrometer	skos:exactMatch	goldbook:F02492	Fourier transform ion cyclotron resonance mass spectrometer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000971	support-coated open-tubular column	skos:exactMatch	goldbook:S06148	support-coated open-tubular column	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000973	wall-coated open-tubular column	skos:exactMatch	goldbook:W06654	wall-coated open-tubular column	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000974	open-tubular column	skos:exactMatch	goldbook:O04297	open-tubular column	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000975	packed column	skos:exactMatch	goldbook:P04393	packed column	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000979	reflectron	skos:exactMatch	goldbook:11544	reflectron	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000981	time-of-flight mass spectrometer	skos:exactMatch	goldbook:T06382	time-of-flight mass spectrometer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000982	mass spectrometer	skos:exactMatch	goldbook:M03732	mass spectrometer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000982	mass spectrometer	skos:exactMatch	goldbook:M03733	mass spectrometer	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000986	stationary phase	skos:exactMatch	goldbook:S05949	stationary phase	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000987	capillary column	skos:exactMatch	goldbook:C00793	capillary column	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0000995	mobile phase	skos:exactMatch	goldbook:M03952	mobile phase	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001000	chromatography	skos:exactMatch	goldbook:C01075	chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001001	column chromatography	skos:exactMatch	goldbook:C01182	column chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001002	gas chromatography	skos:exactMatch	goldbook:G02578	gas chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001003	supercritical-fluid chromatography	skos:exactMatch	fix:0000609	supercritical-fluid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001003	supercritical-fluid chromatography	skos:exactMatch	goldbook:S06139	supercritical fluid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001004	liquid chromatography	skos:exactMatch	fix:0000608	liquid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001004	liquid chromatography	skos:exactMatch	goldbook:L03578	liquid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001005	planar chromatography	skos:exactMatch	goldbook:P04682	planar chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001006	affinity chromatography	skos:exactMatch	fix:0000615	affinity chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001006	affinity chromatography	skos:exactMatch	goldbook:A00177	affinity chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001007	thin-layer chromatography	skos:exactMatch	goldbook:T06346	thin-layer chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001010	exclusion chromatography	skos:exactMatch	fix:0000614	exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001010	exclusion chromatography	skos:exactMatch	goldbook:E02261	exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001012	ion-exclusion chromatography	skos:exactMatch	fix:0000627	ion-exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001012	ion-exclusion chromatography	skos:exactMatch	goldbook:09892	ion-exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001013	size-exclusion chromatography	skos:exactMatch	fix:0000626	size-exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001013	size-exclusion chromatography	skos:exactMatch	goldbook:S05705	size-exclusion chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001014	ion-exchange chromatography	skos:exactMatch	fix:0000613	ion-exchange chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001014	ion-exchange chromatography	skos:exactMatch	goldbook:I03168	ion-exchange chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001015	gas-solid chromatography	skos:exactMatch	fix:0000632	gas-solid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001015	gas-solid chromatography	skos:exactMatch	goldbook:G02591	gas-solid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001016	gas-liquid chromatography	skos:exactMatch	goldbook:G02586	gas-liquid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001018	two-dimensional chromatography	skos:exactMatch	goldbook:T06540	two-dimensional chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001019	electrophoresis	skos:exactMatch	goldbook:E02022	electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001019	electrophoresis	skos:exactMatch	rex:0000338	electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001021	gel electrophoresis	skos:exactMatch	fix:0000628	gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001021	gel electrophoresis	skos:exactMatch	goldbook:09747	gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001023	polyacrylamide gel electrophoresis	skos:exactMatch	fix:0000883	polyacrylamide gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001024	capillary electrophoresis	skos:exactMatch	fix:0000836	capillary electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001024	capillary electrophoresis	skos:exactMatch	goldbook:09913	capillary electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001026	isoelectric focusing	skos:exactMatch	fix:0000625	isoelectric focusing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001026	isoelectric focusing	skos:exactMatch	goldbook:09749	isoelectric focusing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001028	difference gel electrophoresis	skos:exactMatch	goldbook:09739	difference gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001031	capillary sieving electrophoresis	skos:exactMatch	goldbook:09917	capillary sieving electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001032	capillary gel electrophoresis	skos:exactMatch	fix:0000837	capillary gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001032	capillary gel electrophoresis	skos:exactMatch	goldbook:09914	capillary gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001033	capillary isoelectric focusing	skos:exactMatch	goldbook:09915	capillary isoelectric focusing	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001034	capillary isotachophoresis	skos:exactMatch	goldbook:09916	capillary isotachophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001035	electrokinetic chromatography	skos:exactMatch	goldbook:09919	electrokinetic chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001036	micellar electrokinetic chromatography	skos:exactMatch	goldbook:09927	micellar electrokinetic chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001037	microemulsion electrokinetic chromatography	skos:exactMatch	goldbook:09928	microemulsion electrokinetic chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001038	capillary electrochromatography	skos:exactMatch	goldbook:09912	capillary electrochromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001039	capillary affinity electrophoresis	skos:exactMatch	goldbook:09911	capillary affinity electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001053	magnetic sector	skos:exactMatch	goldbook:12473	magnetic sector	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001086	photoemission electron microscopy	skos:exactMatch	panet:01146	photoemission electron microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001087	X-ray photoemission electron microscopy	skos:exactMatch	panet:01294	x-ray photoemission electron microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001106	two-dimensional polyacrylamide gel electrophoresis	skos:exactMatch	fix:0000886	two-dimensional polyacrylamide gel electrophoresis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001128	adsorption chromatography	skos:exactMatch	fix:0000611	adsorption chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001209	anion-exchange chromatography	skos:exactMatch	fix:0000798	anion-exchange chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001210	cation-exchange chromatography	skos:exactMatch	fix:0000799	cation-exchange chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001239	inversion recovery	skos:exactMatch	fix:0000211	inversion recovery	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001442	X-ray lithography	skos:exactMatch	panet:01224	x-ray lithography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001502	pyrolysis	skos:exactMatch	rex:0000404	pyrolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001520	thermolysis	skos:exactMatch	rex:0000086	thermolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001574	evaporation	skos:exactMatch	rex:0000178	evaporation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001613	extrusion	skos:exactMatch	rex:0000100	extrusion	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001688	precipitation	skos:exactMatch	rex:0000182	precipitation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001696	postprecipitation	skos:exactMatch	rex:0000378	postprecipitation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001698	radiolysis	skos:exactMatch	rex:0000285	radiolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001699	autoradiolysis	skos:exactMatch	rex:0000286	autoradiolysis	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001835	two-dimensional liquid chromatography	skos:exactMatch	fix:0001153	two-dimensional liquid chromatography	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001897	lateral force microscopy	skos:exactMatch	fix:0000115	lateral force microscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001917	time-resolved fluorescence spectroscopy	skos:exactMatch	fix:0000109	time-resolved fluorescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001919	single-molecule fluorescence spectroscopy	skos:exactMatch	fix:0000111	single molecule fluorescence spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001964	enzyme-dependent fluorescence recovery after photobleaching	skos:exactMatch	fix:0000868	enzyme-dependent fluorescence recovery after photobleaching	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0001986	non-resonance Raman spectroscopy	skos:exactMatch	fix:0000026	non-resonance Raman spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002010	analytical centrifugation	skos:exactMatch	fix:0000255	analytical centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002012	low-speed centrifugation	skos:exactMatch	fix:0000261	low speed centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002014	preparative centrifugation	skos:exactMatch	fix:0000262	preparative centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002015	differential centrifugation	skos:exactMatch	fix:0000264	differential centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002016	ultracentrifugation	skos:exactMatch	fix:0000260	ultracentrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002018	isopycnic centrifugation	skos:exactMatch	fix:0000265	isopycnic centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002019	rate-zonal centrifugation	skos:exactMatch	fix:0000263	rate zonal centrifugation	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002028	129Xe Mossbauer spectroscopy	skos:exactMatch	fix:0000750	xenon-129 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002029	127I Mossbauer spectroscopy	skos:exactMatch	fix:0000737	iodine-127 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
chmo:0002030	57Fe Mossbauer spectroscopy	skos:exactMatch	fix:0000732	iron-57 Mossbauer spectroscopy	semapv:ManualMappingCuration	orcid:0000-0003-4423-4370	2026-05-13
